radiator_ft,feedline_ft,total_wire_ft,sample_count,all_required_compatibility_fraction,minimum_required_band_compatibility_fraction,required_max_q_p90,required_max_raw_swr_p90,required_worst_line_efficiency_p10,40m_compatibility_fraction,30m_compatibility_fraction,20m_compatibility_fraction,17m_compatibility_fraction,15m_compatibility_fraction,12m_compatibility_fraction,10m_compatibility_fraction
40.5,15.0,70.5,54,0.0,0.0,129.4802934666206,613.7307369473546,0.00128128787218219,0.5,0.25925925925925924,0.0,0.0,0.46296296296296297,0.07407407407407407,0.09259259259259259
40.5,15.5,71.5,54,0.0,0.0,130.4629807222406,609.7736328688834,0.0012573989113116167,0.5,0.2777777777777778,0.0,0.0,0.4444444444444444,0.07407407407407407,0.1111111111111111
40.5,16.0,72.5,54,0.0,0.0,131.3254858588787,605.7139361556635,0.0012409719067410566,0.5,0.25925925925925924,0.0,0.0,0.3333333333333333,0.037037037037037035,0.1111111111111111
40.5,16.5,73.5,54,0.0,0.0,132.0074058730372,601.542635663345,0.001232457547188331,0.5,0.24074074074074073,0.0,0.0,0.2037037037037037,0.037037037037037035,0.1111111111111111
40.5,17.0,74.5,54,0.0,0.0,132.46366853165762,597.2506791453288,0.0012283526393404786,0.5,0.24074074074074073,0.0,0.0,0.07407407407407407,0.037037037037037035,0.09259259259259259
40.5,17.5,75.5,54,0.0,0.0,132.68442444657373,592.8289408061373,0.0012310860379738228,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.037037037037037035,0.09259259259259259
40.5,18.0,76.5,54,0.0,0.0,132.655065333931,588.2681923439268,0.0012405926131321585,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.037037037037037035,0.09259259259259259
40.5,18.5,77.5,54,0.0,0.0,132.35580290180508,583.5590773786198,0.0012569281191169976,0.5,0.2222222222222222,0.0,0.0,0.07407407407407407,0.037037037037037035,0.09259259259259259
40.5,19.0,78.5,54,0.0,0.0,131.76111417330128,578.6920892532013,0.001280262618823532,0.5,0.2777777777777778,0.0,0.0,0.1111111111111111,0.037037037037037035,0.09259259259259259
40.5,19.5,79.5,54,0.0,0.0,130.83905980834243,573.6575522856882,0.0013108758751253521,0.5,0.3148148148148148,0.0,0.0,0.09259259259259259,0.037037037037037035,0.05555555555555555
40.5,20.0,80.5,54,0.0,0.0,129.55014987964523,568.4456066377139,0.0013491533981757175,0.5,0.3333333333333333,0.0,0.0,0.1111111111111111,0.018518518518518517,0.05555555555555555
40.5,20.5,81.5,54,0.0,0.0,127.72001030214999,563.0461970594052,0.001395581493343913,0.5,0.35185185185185186,0.0,0.0,0.12962962962962962,0.018518518518518517,0.05555555555555555
40.5,21.0,82.5,54,0.0,0.0,125.3913754613706,557.4490658638666,0.0014507390545403574,0.5,0.37037037037037035,0.0,0.0,0.14814814814814814,0.018518518518518517,0.2037037037037037
40.5,21.5,83.5,54,0.0,0.0,122.70695202059873,551.6437505872175,0.0015152829213018095,0.5,0.3888888888888889,0.0,0.0,0.14814814814814814,0.037037037037037035,0.2962962962962963
40.5,22.0,84.5,54,0.0,0.0,119.34485187599728,545.6195868942206,0.0015899222881976343,0.5,0.4074074074074074,0.0,0.0,0.16666666666666666,0.07407407407407407,0.37037037037037035
40.5,22.5,85.5,54,0.0,0.0,115.27754723887736,539.3657174043303,0.00167537587046102,0.5,0.42592592592592593,0.0,0.0,0.16666666666666666,0.1111111111111111,0.37037037037037035
40.5,23.0,86.5,54,0.0,0.0,110.46396277172596,532.871107233037,0.0017707201502285789,0.5,0.48148148148148145,0.0,0.0,0.2037037037037037,0.12962962962962962,0.37037037037037035
40.5,23.5,87.5,54,0.0,0.0,106.94271378449932,526.1245671704023,0.0018736876382360792,0.5,0.5,0.0,0.0,0.2222222222222222,0.14814814814814814,0.37037037037037035
40.5,24.0,88.5,54,0.0,0.0,103.47607483400631,519.1147855542322,0.0019883441064501624,0.5,0.5370370370370371,0.0,0.0,0.2777777777777778,0.2222222222222222,0.3148148148148148
40.5,24.5,89.5,54,0.0,0.0,99.39811048210785,511.8303700361455,0.002115755417338393,0.5,0.6481481481481481,0.0,0.0,0.3333333333333333,0.24074074074074073,0.25925925925925924
40.5,25.0,90.5,54,0.0,0.0,94.81810771774967,504.25990058222396,0.0022528657207799997,0.5,0.7222222222222222,0.0,0.0,0.3148148148148148,0.25925925925925924,0.25925925925925924
40.5,25.5,91.5,54,0.0,0.0,90.22782470397135,496.74894812896724,0.00239742454894118,0.5,0.8148148148148148,0.0,0.0,0.2962962962962963,0.2777777777777778,0.18518518518518517
40.5,26.0,92.5,54,0.0,0.0,89.64217097994074,488.9944537061626,0.002545801004420896,0.5,0.8333333333333334,0.0,0.0,0.2777777777777778,0.2777777777777778,0.12962962962962962
40.5,26.5,93.5,54,0.0,0.0,89.41958610494187,480.9564452346903,0.0026927372536918255,0.5,0.8703703703703703,0.0,0.0,0.2777777777777778,0.3148148148148148,0.09259259259259259
40.5,27.0,94.5,54,0.0,0.0,89.11908186956865,472.38393495152377,0.0028312957245854786,0.5,0.8333333333333334,0.0,0.0,0.2777777777777778,0.3333333333333333,0.1111111111111111
40.5,27.5,95.5,54,0.0,0.0,88.73681909777204,463.4474009721081,0.0029531566744231785,0.5,0.8333333333333334,0.0,0.0,0.2037037037037037,0.3333333333333333,0.2222222222222222
40.5,28.0,96.5,54,0.0,0.0,88.26882384731739,454.20866740754576,0.0030493927594953444,0.5,0.7777777777777778,0.0,0.0,0.14814814814814814,0.9444444444444444,0.2962962962962963
40.5,28.5,97.5,54,0.0,0.0,87.7110060819295,445.1001603408535,0.003111716076348489,0.5,0.7407407407407407,0.0,0.35185185185185186,0.1111111111111111,0.9444444444444444,0.46296296296296297
40.5,29.0,98.5,54,0.0,0.0,87.03184351224918,435.67659140623937,0.003133970484288055,0.5,0.7037037037037037,0.0,0.5,0.037037037037037035,0.9444444444444444,0.46296296296296297
40.5,29.5,99.5,54,0.0,0.0,86.24272781963882,425.8354824822349,0.003113430789486306,0.5,0.6296296296296297,0.0,0.5,0.16666666666666666,0.9444444444444444,0.4444444444444444
40.5,30.0,100.5,54,0.0,0.0,85.42772037386304,415.4124741621774,0.0030514324332595825,0.5,0.5185185185185185,0.0,0.5,0.2037037037037037,0.8888888888888888,0.42592592592592593
40.5,30.5,101.5,54,0.0,0.0,84.49013466874213,404.64015687600886,0.0029530770692975153,0.5,0.48148148148148145,0.0,0.5,0.2222222222222222,0.37037037037037035,0.25925925925925924
40.5,31.0,102.5,54,0.0,0.2962962962962963,83.42980553582777,393.6082178157602,0.00282613636180789,0.5,0.48148148148148145,0.3333333333333333,0.3888888888888889,0.2962962962962963,0.25925925925925924,0.12962962962962962
40.5,31.5,103.5,54,0.0,0.0,82.37581568718453,382.6625761030341,0.0026795743590282066,0.5,0.48148148148148145,0.5,0.0,0.42592592592592593,0.16666666666666666,0.09259259259259259
40.5,32.0,104.5,54,0.0,0.0,81.19173098658578,370.9444181623709,0.0025221640317140645,0.5,0.5,0.5,0.0,0.42592592592592593,0.16666666666666666,0.1111111111111111
40.5,32.5,105.5,54,0.0,0.0,79.86124742927072,358.9751105328875,0.0023628899561586544,0.5,0.5,0.5,0.0,0.48148148148148145,0.14814814814814814,0.1111111111111111
40.5,33.0,106.5,54,0.0,0.0,78.49912056901391,346.9010908292905,0.002209697402685908,0.5,0.5,0.5,0.0,0.5925925925925926,0.12962962962962962,0.1111111111111111
40.5,33.5,107.5,54,0.0,0.0,77.44477654564079,334.5137701322242,0.0020537474603364637,0.5,0.5,0.5,0.0,0.6111111111111112,0.1111111111111111,0.09259259259259259
40.5,34.0,108.5,54,0.0,0.0,76.25779683557512,321.8253964056221,0.0019079951362057984,0.5,0.5,0.3888888888888889,0.0,0.6111111111111112,0.07407407407407407,0.09259259259259259
40.5,34.5,109.5,54,0.0,0.0,76.05163524891185,308.7885339382017,0.0017746071408036846,0.5,0.5,0.2037037037037037,0.0,0.6296296296296297,0.05555555555555555,0.09259259259259259
40.5,35.0,110.5,54,0.0,0.0,76.07951093313591,295.206945480165,0.0016539683160044383,0.5,0.5,0.037037037037037035,0.0,0.6111111111111112,0.037037037037037035,0.09259259259259259
40.5,35.5,111.5,54,0.0,0.0,75.85301278853169,281.37782927799645,0.0015458386468814487,0.5,0.5,0.0,0.0,0.5925925925925926,0.037037037037037035,0.09259259259259259
40.5,36.0,112.5,54,0.0,0.0,75.3761307779204,267.5212740329576,0.0014495996168094865,0.5,0.5,0.0,0.0,0.5740740740740741,0.037037037037037035,0.05555555555555555
40.5,36.5,113.5,54,0.0,0.0,75.17032793899688,264.3746319660413,0.0013644317094005068,0.5,0.5,0.0,0.0,0.5370370370370371,0.037037037037037035,0.1111111111111111
40.5,37.0,114.5,54,0.0,0.0,78.41472206214742,265.787721974621,0.0012894349549023947,0.5,0.5,0.0,0.0,0.37037037037037035,0.037037037037037035,0.16666666666666666
40.5,37.5,115.5,54,0.0,0.0,81.18094259274392,274.19951128411094,0.001223706329701071,0.5,0.5,0.0,0.0,0.3888888888888889,0.037037037037037035,0.16666666666666666
40.5,38.0,116.5,54,0.0,0.0,83.48328885718732,281.30605631155123,0.0011663863936254926,0.5,0.5,0.0,0.0,0.3333333333333333,0.037037037037037035,0.24074074074074073
40.5,38.5,117.5,54,0.0,0.0,85.33401406821467,287.75681567494127,0.0011166850089726903,0.5,0.5,0.0,0.0,0.2777777777777778,0.037037037037037035,0.3333333333333333
40.5,39.0,118.5,54,0.0,0.0,86.74274498009264,294.49405602806524,0.0010738934221201772,0.5,0.5,0.0,0.0,0.18518518518518517,0.018518518518518517,0.35185185185185186
40.5,39.5,119.5,54,0.0,0.0,88.91211330817288,302.2142783647211,0.0010373878346294928,0.5,0.5,0.0,0.0,0.18518518518518517,0.05555555555555555,0.37037037037037035
40.5,40.0,120.5,54,0.0,0.0,91.103264775086,308.69488845792864,0.0010066279408512552,0.5,0.5,0.0,0.0,0.14814814814814814,0.1111111111111111,0.3148148148148148
41.0,10.0,61.0,54,0.0,0.0,121.07570835140423,648.5651008931169,0.0033477165117862216,0.5,0.24074074074074073,0.0,0.0,0.5185185185185185,0.5740740740740741,0.12962962962962962
41.0,10.5,62.0,54,0.0,0.0,120.89481095720186,645.1388872136738,0.003061154977822926,0.5,0.24074074074074073,0.0,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222
41.0,11.0,63.0,54,0.0,0.0,120.57828211300166,641.7065015148552,0.0028241953722860625,0.5,0.2222222222222222,0.0,0.0,0.6111111111111112,0.4444444444444444,0.2777777777777778
41.0,11.5,64.0,54,0.0,0.0,120.11358536924553,638.2566372922711,0.0026273925082853974,0.5,0.2222222222222222,0.0,0.0,0.6666666666666666,0.37037037037037035,0.2777777777777778
41.0,12.0,65.0,54,0.0,0.0,121.16396026071271,634.7785532978729,0.0024635337999700615,0.5,0.2037037037037037,0.0,0.0,0.6666666666666666,0.2777777777777778,0.3148148148148148
41.0,12.5,66.0,54,0.0,0.0,121.85333909610219,631.2619756227589,0.0023270616466238418,0.5,0.2037037037037037,0.0,0.0,0.6666666666666666,0.2222222222222222,0.2222222222222222
41.0,13.0,67.0,54,0.0,0.0,123.3083641613432,627.6970115412845,0.0022136621341688704,0.5,0.2037037037037037,0.0,0.0,0.6481481481481481,0.18518518518518517,0.2777777777777778
41.0,13.5,68.0,54,0.0,0.0,125.18044292193701,624.0740733273587,0.0021199689386900756,0.5,0.2222222222222222,0.0,0.0,0.6296296296296297,0.14814814814814814,0.2777777777777778
41.0,14.0,69.0,54,0.0,0.0,126.81514058293234,620.3838105690868,0.0020433480007352534,0.5,0.24074074074074073,0.0,0.0,0.5740740740740741,0.1111111111111111,0.2777777777777778
41.0,14.5,70.0,54,0.0,0.0,128.22541288708263,616.6170497708038,0.0019817395485331947,0.5,0.24074074074074073,0.0,0.0,0.5185185185185185,0.09259259259259259,0.2777777777777778
41.0,15.0,71.0,54,0.0,0.0,129.4197620225984,612.7647402506567,0.0019335413676604078,0.5,0.25925925925925924,0.0,0.0,0.46296296296296297,0.07407407407407407,0.1111111111111111
41.0,15.5,72.0,54,0.0,0.0,130.40257163956863,608.8179055251713,0.0018975221252346894,0.5,0.25925925925925924,0.0,0.0,0.4074074074074074,0.07407407407407407,0.1111111111111111
41.0,16.0,73.0,54,0.0,0.0,131.2642596299383,604.7675995293853,0.0018727568820166136,0.5,0.25925925925925924,0.0,0.0,0.3333333333333333,0.037037037037037035,0.1111111111111111
41.0,16.5,74.0,54,0.0,0.0,131.94590964513128,600.6048671563066,0.001858579195828605,0.5,0.24074074074074073,0.0,0.0,0.2037037037037037,0.018518518518518517,0.09259259259259259
41.0,17.0,75.0,54,0.0,0.0,132.4016330157363,596.3207087215734,0.0018554839211648447,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259
41.0,17.5,76.0,54,0.0,0.0,132.62157983242395,591.9060480639221,0.0018620868954082003,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259
41.0,18.0,77.0,54,0.0,0.0,132.59113973255904,587.3517040939423,0.0018764609357804047,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259
41.0,18.5,78.0,54,0.0,0.0,132.29052150596937,582.6483656947487,0.0019011579285255931,0.5,0.24074074074074073,0.0,0.0,0.07407407407407407,0.018518518518518517,0.09259259259259259
41.0,19.0,79.0,54,0.0,0.0,131.69419944398345,577.7865699696755,0.0019364345022046157,0.5,0.2962962962962963,0.0,0.0,0.1111111111111111,0.018518518518518517,0.05555555555555555
41.0,19.5,80.0,54,0.0,0.0,130.7702331321149,572.7566839186999,0.001982712855413554,0.5,0.3148148148148148,0.0,0.0,0.1111111111111111,0.018518518518518517,0.05555555555555555
41.0,20.0,81.0,54,0.0,0.0,129.47947808134944,567.5488897169112,0.0020405747289400254,0.5,0.3333333333333333,0.0,0.0,0.12962962962962962,0.018518518518518517,0.05555555555555555
41.0,20.5,82.0,54,0.0,0.0,127.66119369645799,562.1531738563655,0.002110753845784707,0.5,0.35185185185185186,0.0,0.0,0.14814814814814814,0.018518518518518517,0.07407407407407407
41.0,21.0,83.0,54,0.0,0.0,125.33085701310532,556.5593205108798,0.0021941234085591384,0.5,0.3888888888888889,0.0,0.0,0.16666666666666666,0.037037037037037035,0.18518518518518517
41.0,21.5,84.0,54,0.0,0.0,122.61251103416284,550.7569095805846,0.0022916738448952147,0.5,0.4074074074074074,0.0,0.0,0.16666666666666666,0.07407407407407407,0.2777777777777778
41.0,22.0,85.0,54,0.0,0.0,119.2897293163856,544.7353199800098,0.002404115735508787,0.5,0.4074074074074074,0.0,0.0,0.16666666666666666,0.1111111111111111,0.37037037037037035
41.0,22.5,86.0,54,0.0,0.0,115.20313853190851,538.4837388458163,0.0025276442624781207,0.5,0.4444444444444444,0.0,0.0,0.16666666666666666,0.12962962962962962,0.37037037037037035
41.0,23.0,87.0,54,0.0,0.0,110.38766325278542,531.991177459674,0.002666656275968904,0.5,0.48148148148148145,0.0,0.0,0.2222222222222222,0.14814814814814814,0.37037037037037035
41.0,23.5,88.0,54,0.0,0.0,106.41197619406195,525.2464948091967,0.0028243328404574755,0.5,0.5370370370370371,0.0,0.0,0.2222222222222222,0.18518518518518517,0.35185185185185186
41.0,24.0,89.0,54,0.0,0.0,102.93458311239672,518.2384298427064,0.0030000330907790436,0.5,0.6111111111111112,0.0,0.0,0.3333333333333333,0.2037037037037037,0.2962962962962963
41.0,24.5,90.0,54,0.0,0.0,98.84414921254576,510.9556436146924,0.0031921201274105826,0.5,0.6851851851851852,0.0,0.0,0.3148148148148148,0.2222222222222222,0.25925925925925924
41.0,25.0,91.0,54,0.0,0.0,94.2442664231926,503.4038950311076,0.0033988022642749208,0.5,0.7407407407407407,0.0,0.0,0.3148148148148148,0.2222222222222222,0.2222222222222222
41.0,25.5,92.0,54,0.0,0.0,89.79655505560517,495.9257237564951,0.0036166800312171137,0.5,0.8148148148148148,0.0,0.0,0.3148148148148148,0.24074074074074073,0.14814814814814814
41.0,26.0,93.0,54,0.0,0.0,89.48126884990789,488.1735513585166,0.003840274217965898,0.5,0.8703703703703703,0.0,0.0,0.2962962962962963,0.25925925925925924,0.09259259259259259
41.0,26.5,94.0,54,0.0,0.0,89.25675246456264,480.137965694234,0.004061656111508111,0.5,0.8703703703703703,0.0,0.0,0.2777777777777778,0.3148148148148148,0.09259259259259259
41.0,27.0,95.0,54,0.0,0.0,88.95432027269487,471.5450503586174,0.0042703700785430895,0.5,0.8703703703703703,0.0,0.0,0.2777777777777778,0.3148148148148148,0.1111111111111111
41.0,27.5,96.0,54,0.0,0.0,88.57014539707723,462.6109677808537,0.004453883989863576,0.5,0.8333333333333334,0.0,0.0,0.2222222222222222,0.3333333333333333,0.2037037037037037
41.0,28.0,97.0,54,0.0,0.0,88.1002677427429,453.4141634412947,0.004598757299703647,0.5,0.7962962962962963,0.0,0.0,0.18518518518518517,0.9629629629629629,0.2777777777777778
41.0,28.5,98.0,54,0.0,0.0,87.54061278776096,444.30919785948237,0.0046925188984212815,0.5,0.7407407407407407,0.0,0.37037037037037035,0.1111111111111111,0.9444444444444444,0.48148148148148145
41.0,29.0,99.0,54,0.0,0.0,86.85414234548739,434.88956927588976,0.004725912050838055,0.5,0.7407407407407407,0.0,0.5,0.1111111111111111,0.9444444444444444,0.46296296296296297
41.0,29.5,100.0,54,0.0,0.0,86.0632305476251,425.03221703320344,0.00469484682825411,0.5,0.7222222222222222,0.0,0.5,0.18518518518518517,0.9444444444444444,0.4444444444444444
41.0,30.0,101.0,54,0.0,0.0,85.25959186386113,414.61402611415616,0.0046013444466844146,0.5,0.5925925925925926,0.0,0.5,0.2037037037037037,0.8888888888888888,0.42592592592592593
41.0,30.5,102.0,54,0.0,0.018518518518518517,84.3144196814491,403.8472342110997,0.004453091922617024,0.5,0.5,0.018518518518518517,0.5,0.2222222222222222,0.3888888888888889,0.25925925925925924
41.0,31.0,103.0,54,0.0,0.3333333333333333,83.2527699629259,392.8445837517357,0.004261791921463558,0.5,0.5,0.3333333333333333,0.3888888888888889,0.37037037037037035,0.25925925925925924,0.14814814814814814
41.0,31.5,104.0,54,0.0,0.0,82.20803879313198,381.9061705926817,0.004040939978739632,0.5,0.5,0.5,0.0,0.42592592592592593,0.16666666666666666,0.1111111111111111
41.0,32.0,105.0,54,0.0,0.0,81.01578459609901,370.1640326544199,0.0038037437808297854,0.5,0.5,0.5,0.0,0.42592592592592593,0.16666666666666666,0.1111111111111111
41.0,32.5,106.0,54,0.0,0.0,79.68891556797794,358.23306611899676,0.0035616568239736396,0.5,0.5,0.5,0.0,0.5370370370370371,0.14814814814814814,0.1111111111111111
41.0,33.0,107.0,54,0.0,0.0,78.32687652193427,346.16899360437657,0.0033263850035630013,0.5,0.5,0.5,0.0,0.6111111111111112,0.1111111111111111,0.1111111111111111
41.0,33.5,108.0,54,0.0,0.0,76.85876293978073,333.7927223489664,0.0031045550092242786,0.5,0.5,0.5,0.0,0.6111111111111112,0.09259259259259259,0.09259259259259259
41.0,34.0,109.0,54,0.0,0.0,75.22916166838955,321.1165769759961,0.0028844797344499988,0.5,0.5,0.3888888888888889,0.0,0.6481481481481481,0.07407407407407407,0.09259259259259259
41.0,34.5,110.0,54,0.0,0.0,74.57137654094416,308.08049374474945,0.0026830168336790506,0.5,0.5,0.2037037037037037,0.0,0.6481481481481481,0.07407407407407407,0.09259259259259259
41.0,35.0,111.0,54,0.0,0.0,73.56827393687362,294.51406754831123,0.002500789506964969,0.5,0.5,0.037037037037037035,0.0,0.6296296296296297,0.037037037037037035,0.09259259259259259
41.0,35.5,112.0,54,0.0,0.0,73.2997071945906,280.701593984614,0.0023374410191491345,0.5,0.5,0.0,0.0,0.5740740740740741,0.018518518518518517,0.05555555555555555
41.0,36.0,113.0,54,0.0,0.0,72.78400072163528,266.67315357876623,0.0021920422393135507,0.5,0.5,0.0,0.0,0.5740740740740741,0.018518518518518517,0.05555555555555555
41.0,36.5,114.0,54,0.0,0.0,72.59846267557414,260.4615170133116,0.0020633595622687687,0.5,0.5,0.0,0.0,0.5740740740740741,0.018518518518518517,0.1111111111111111
41.0,37.0,115.0,54,0.0,0.0,75.80523465499739,259.5065694718545,0.0019500369894978606,0.5,0.5,0.0,0.0,0.3888888888888889,0.018518518518518517,0.16666666666666666
41.0,37.5,116.0,54,0.0,0.0,78.53480344882271,267.04916739732454,0.0018507131321349765,0.5,0.5,0.0,0.0,0.37037037037037035,0.018518518518518517,0.16666666666666666
41.0,38.0,117.0,54,0.0,0.0,80.7740387961866,274.75146227882436,0.0017640917838690207,0.5,0.5,0.0,0.0,0.37037037037037035,0.018518518518518517,0.24074074074074073
41.0,38.5,118.0,54,0.0,0.0,83.15986423718468,283.48695087985993,0.0016889809001684507,0.5,0.5,0.0,0.0,0.24074074074074073,0.037037037037037035,0.3148148148148148
41.0,39.0,119.0,54,0.0,0.0,86.23433648368956,291.0961206466726,0.0016243109656858925,0.5,0.5,0.0,0.0,0.2037037037037037,0.05555555555555555,0.35185185185185186
41.0,39.5,120.0,54,0.0,0.0,88.81531710343506,298.13325136918814,0.0015691404880398576,0.5,0.5,0.0,0.0,0.18518518518518517,0.09259259259259259,0.35185185185185186
41.0,40.0,121.0,54,0.0,0.0,91.00613555883056,304.5620662800517,0.0015226538692602381,0.5,0.5,0.0,0.0,0.12962962962962962,0.12962962962962962,0.2777777777777778
41.5,10.0,61.5,54,0.0,0.0,118.73949615129573,647.058697044373,0.004583386187782026,0.5,0.2037037037037037,0.0,0.0,0.5370370370370371,0.5740740740740741,0.14814814814814814
41.5,10.5,62.5,54,0.0,0.0,118.51287184813435,643.66274268187,0.004191475064677876,0.5,0.18518518518518517,0.0,0.0,0.5925925925925926,0.5555555555555556,0.24074074074074073
41.5,11.0,63.5,54,0.0,0.0,118.1483570037956,640.258168287041,0.003867343153135577,0.5,0.18518518518518517,0.0,0.0,0.6666666666666666,0.46296296296296297,0.25925925925925924
41.5,11.5,64.5,54,0.0,0.0,118.63758754159187,636.8338525254276,0.003598101247891071,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.37037037037037035,0.2777777777777778
41.5,12.0,65.5,54,0.0,0.0,120.1673788755936,633.3792199455816,0.003373902617900883,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.2777777777777778,0.3148148148148148
41.5,12.5,66.5,54,0.0,0.0,121.10575944815366,629.8841455599087,0.0031871572489268587,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.2222222222222222,0.2222222222222222
41.5,13.0,67.5,54,0.0,0.0,123.23513127907833,626.3388708386909,0.0030319718843738225,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.2037037037037037,0.2962962962962963
41.5,13.5,68.5,54,0.0,0.0,125.10884112694134,622.7339293842975,0.0029037466377921234,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.12962962962962962,0.2962962962962963
41.5,14.0,69.5,54,0.0,0.0,126.74483466165908,619.0600808622684,0.0027988814795554275,0.5,0.16666666666666666,0.0,0.0,0.6111111111111112,0.1111111111111111,0.2777777777777778
41.5,14.5,70.5,54,0.0,0.0,128.1560866972564,615.3082520175881,0.002714560794965058,0.5,0.2222222222222222,0.0,0.0,0.5370370370370371,0.09259259259259259,0.2777777777777778
41.5,15.0,71.5,54,0.0,0.0,129.35111540210596,611.4694838176176,0.0026485941285126166,0.5,0.24074074074074073,0.0,0.0,0.46296296296296297,0.05555555555555555,0.1111111111111111
41.5,15.5,72.5,54,0.0,0.0,130.33431744564712,607.5348839408156,0.00259929789076443,0.5,0.24074074074074073,0.0,0.0,0.3333333333333333,0.05555555555555555,0.1111111111111111
41.5,16.0,73.5,54,0.0,0.0,131.1950083506767,603.4955839833432,0.002565407319990828,0.5,0.24074074074074073,0.0,0.0,0.2777777777777778,0.037037037037037035,0.1111111111111111
41.5,16.5,74.5,54,0.0,0.0,131.87662464079094,599.3427008874573,0.0025460110757777564,0.5,0.24074074074074073,0.0,0.0,0.2222222222222222,0.018518518518518517,0.09259259259259259
41.5,17.0,75.5,54,0.0,0.0,132.3320257544685,595.0673022135956,0.0025405029584354487,0.5,0.24074074074074073,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259
41.5,17.5,76.5,54,0.0,0.0,132.55136671617277,590.6603749821538,0.0025485466936233402,0.5,0.25925925925925924,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259
41.5,18.0,77.5,54,0.0,0.0,132.52004087169345,586.1127979093368,0.002571764311602307,0.5,0.25925925925925924,0.0,0.0,0.09259259259259259,0.018518518518518517,0.07407407407407407
41.5,18.5,78.5,54,0.0,0.0,132.21826045102085,581.4153169519443,0.002608554088542627,0.5,0.25925925925925924,0.0,0.0,0.12962962962962962,0.0,0.05555555555555555
41.5,19.0,79.5,54,0.0,0.0,131.62050421429157,576.5585241651577,0.002657756229379603,0.5,0.25925925925925924,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555
41.5,19.5,80.5,54,0.0,0.0,130.69483902387523,571.5328399646669,0.002721233315066437,0.5,0.2962962962962963,0.0,0.0,0.12962962962962962,0.0,0.05555555555555555
41.5,20.0,81.5,54,0.0,0.0,129.4021329302713,566.3284989717038,0.0028005949082052597,0.5,0.3148148148148148,0.0,0.0,0.14814814814814814,0.018518518518518517,0.05555555555555555
41.5,20.5,82.5,54,0.0,0.0,127.59732360039237,560.9355397115575,0.0028968452351246883,0.5,0.35185185185185186,0.0,0.0,0.14814814814814814,0.018518518518518517,0.05555555555555555
